5534 , 8 , -6 , 61
5562 , 8 , -5 , 61
5583 , 8 , -5 , 61
5603 , 8 , -5 , 61
5623 , 8 , -5 , 61
5644 , 8 , -5 , 62
5664 , 8 , -5 , 61
5685 , 9 , -5 , 61
5705 , 9 , -6 , 61
5726 , 9 , -5 , 61
5746 , 8 , -5 , 62
5767 , 8 , -6 , 61
5787 , 8 , -5 , 61
5808 , 8 , -5 , 61
5828 , 8 , -5 , 61
5849 , 8 , -5 , 61
5869 , 8 , -5 , 61
5889 , 8 , -5 , 62
5909 , 8 , -5 , 61
5929 , 8 , -5 , 61
5950 , 8 , -5 , 62
5970 , 8 , -5 , 62
5997 , 8 , -6 , 62
6018 , 8 , -6 , 61
6038 , 8 , -5 , 61
6059 , 8 , -5 , 61
6082 , 8 , -5 , 61
6102 , 8 , -5 , 61
6121 , 8 , -5 , 61
6141 , 8 , -5 , 61
6161 , 8 , -5 , 61
6180 , 8 , -5 , 61
6201 , 8 , -5 , 61
6220 , 9 , -5 , 61
6240 , 8 , -6 , 61
6260 , 8 , -6 , 62
6280 , 9 , -5 , 62
6299 , 9 , -5 , 61
6320 , 8 , -5 , 61
6339 , 8 , -5 , 61
6359 , 8 , -6 , 61
6379 , 8 , -5 , 62
6398 , 8 , -5 , 61
6419 , 8 , -5 , 62
6438 , 8 , -5 , 62
6458 , 8 , -5 , 62
6478 , 8 , -5 , 61
6498 , 8 , -6 , 62
6518 , 9 , -5 , 61
6538 , 8 , -4 , 61
6557 , 8 , -6 , 62
6578 , 8 , -5 , 61
6601 , 9 , -5 , 61
6622 , 8 , -5 , 61
6641 , 8 , -5 , 61
6661 , 8 , -5 , 62
6681 , 8 , -5 , 61
6701 , 8 , -5 , 61
6721 , 8 , -5 , 62
6740 , 9 , -5 , 61
6760 , 8 , -5 , 61
6780 , 8 , -5 , 60
6800 , 8 , -5 , 62
6819 , 8 , -5 , 61
6840 , 8 , -5 , 62
6859 , 8 , -5 , 61
6880 , 8 , -5 , 62
6899 , 8 , -5 , 61
6920 , 8 , -5 , 61
6939 , 8 , -5 , 61
6959 , 8 , -5 , 61
6979 , 8 , -5 , 61
6999 , 8 , -5 , 62
7018 , 8 , -5 , 62
7038 , 8 , -5 , 62
7058 , 9 , -6 , 61
7078 , 8 , -5 , 61
7101 , 8 , -5 , 62
7120 , 8 , -5 , 62
7141 , 8 , -5 , 62
7160 , 8 , -5 , 61
7181 , 8 , -5 , 61
7200 , 8 , -5 , 61
7220 , 8 , -5 , 61
7240 , 9 , -5 , 61
7260 , 9 , -6 , 62
7280 , 8 , -6 , 61
7300 , 8 , -6 , 62
7319 , 8 , -5 , 62
7340 , 8 , -5 , 62
7359 , 8 , -5 , 62
7379 , 8 , -5 , 62
7399 , 8 , -5 , 61
7418 , 8 , -5 , 62
7439 , 8 , -5 , 62
7458 , 9 , -5 , 61
7478 , 9 , -6 , 61
7498 , 9 , -6 , 61
7518 , 9 , -6 , 61
7538 , 8 , -6 , 61
7558 , 8 , -6 , 62
7577 , 8 , -5 , 61
7598 , 9 , -5 , 62
7621 , 8 , -5 , 62
7641 , 9 , -6 , 62
7661 , 9 , -5 , 62
7681 , 8 , -5 , 62
7700 , 8 , -6 , 61
7720 , 8 , -5 , 61
7740 , 8 , -5 , 60
7760 , 8 , -5 , 60
7780 , 8 , -5 , 60
7800 , 8 , -6 , 62
7820 , 8 , -5 , 63
7839 , 9 , -6 , 62
7860 , 9 , -5 , 62
7879 , 9 , -6 , 62
7900 , 9 , -6 , 62
7919 , 9 , -5 , 62
7939 , 8 , -6 , 62
7959 , 7 , -5 , 62
7979 , 8 , -5 , 61
7999 , 8 , -6 , 61
8018 , 8 , -5 , 60
8038 , 8 , -4 , 60
8058 , 8 , -5 , 60
8078 , 8 , -5 , 60
8098 , 8 , -6 , 61
