3606 , 9 , -5 , 59
3634 , 8 , -4 , 59
3654 , 8 , -5 , 60
3675 , 8 , -4 , 60
3695 , 8 , -4 , 60
3716 , 9 , -4 , 61
3736 , 9 , -4 , 61
3756 , 9 , -4 , 62
3776 , 9 , -4 , 62
3796 , 9 , -4 , 62
3817 , 9 , -4 , 61
3837 , 9 , -4 , 60
3858 , 9 , -4 , 60
3878 , 8 , -4 , 59
3899 , 8 , -4 , 60
3919 , 9 , -5 , 60
3940 , 8 , -4 , 59
3959 , 9 , -4 , 61
3980 , 9 , -4 , 61
4000 , 9 , -3 , 61
4021 , 9 , -3 , 62
4041 , 9 , -4 , 62
4062 , 9 , -4 , 61
4082 , 9 , -4 , 62
4103 , 9 , -5 , 61
4123 , 9 , -4 , 60
4147 , 8 , -4 , 59
4166 , 9 , -5 , 60
4187 , 8 , -4 , 60
4206 , 9 , -4 , 60
4226 , 9 , -4 , 61
4246 , 9 , -4 , 62
4265 , 9 , -4 , 62
4286 , 9 , -4 , 62
4305 , 9 , -4 , 61
4325 , 9 , -4 , 61
4345 , 9 , -4 , 61
4365 , 9 , -4 , 60
4384 , 8 , -4 , 60
4405 , 9 , -5 , 60
4424 , 9 , -5 , 60
4445 , 9 , -5 , 60
4464 , 8 , -5 , 60
4484 , 8 , -4 , 61
4504 , 9 , -4 , 61
4524 , 9 , -4 , 61
4544 , 9 , -4 , 61
4563 , 9 , -4 , 61
4583 , 9 , -4 , 61
4603 , 9 , -4 , 60
4623 , 9 , -4 , 60
4643 , 9 , -4 , 60
4667 , 9 , -4 , 61
4686 , 9 , -5 , 61
4707 , 9 , -5 , 60
4726 , 9 , -4 , 61
4746 , 9 , -4 , 61
4766 , 9 , -4 , 61
4786 , 9 , -4 , 61
4805 , 9 , -4 , 61
4826 , 9 , -4 , 60
4845 , 9 , -4 , 61
4866 , 9 , -4 , 60
4885 , 9 , -4 , 60
4904 , 8 , -4 , 61
4925 , 9 , -4 , 60
4944 , 8 , -4 , 60
4965 , 9 , -4 , 60
4984 , 9 , -4 , 61
5004 , 8 , -4 , 61
5024 , 9 , -4 , 60
5044 , 9 , -4 , 61
5064 , 9 , -5 , 61
5084 , 9 , -4 , 60
5103 , 9 , -4 , 60
5124 , 9 , -4 , 61
5143 , 9 , -4 , 61
5167 , 9 , -4 , 60
5186 , 8 , -4 , 60
5207 , 8 , -4 , 61
5226 , 8 , -4 , 60
5246 , 9 , -4 , 61
5266 , 9 , -4 , 62
5285 , 9 , -4 , 61
5306 , 9 , -4 , 61
5325 , 9 , -4 , 61
5346 , 9 , -4 , 60
5365 , 9 , -5 , 61
5386 , 9 , -4 , 61
5405 , 9 , -4 , 60
5425 , 9 , -4 , 59
5445 , 9 , -4 , 60
5465 , 9 , -4 , 60
5485 , 9 , -4 , 60
5505 , 9 , -4 , 60
5525 , 9 , -4 , 61
5544 , 9 , -5 , 62
5564 , 9 , -4 , 61
5584 , 9 , -3 , 59
5604 , 9 , -3 , 60
5624 , 9 , -3 , 60
5644 , 9 , -4 , 61
5663 , 9 , -3 , 59
5688 , 9 , -4 , 60
5707 , 8 , -3 , 60
5728 , 9 , -4 , 60
5747 , 9 , -4 , 61
5767 , 9 , -3 , 60
5787 , 9 , -4 , 61
5807 , 9 , -4 , 61
5832 , 9 , -4 , 62
5853 , 8 , -7 , 69
5872 , 8 , -5 , 59
5893 , 9 , -3 , 58
5912 , 9 , -4 , 61
5932 , 9 , -4 , 60
5952 , 9 , -4 , 60
5971 , 8 , -3 , 59
5991 , 8 , -4 , 61
6011 , 8 , -4 , 61
6031 , 9 , -3 , 60
6050 , 9 , -3 , 59
6071 , 9 , -3 , 59
6090 , 9 , -4 , 63
6111 , 9 , -4 , 60
6130 , 9 , -3 , 59
6150 , 9 , -3 , 60
6170 , 9 , -4 , 59
6190 , 8 , -4 , 60
6207 , 9 , -4 , 60
6226 , 9 , -4 , 60
6247 , 9 , -4 , 60
6266 , 9 , -4 , 61
6286 , 9 , -4 , 61
6306 , 9 , -4 , 61
6326 , 9 , -4 , 61
6345 , 9 , -4 , 61
6366 , 9 , -4 , 61
6385 , 9 , -3 , 59
6406 , 9 , -4 , 60
6425 , 9 , -4 , 60
6445 , 9 , -3 , 60
6465 , 9 , -4 , 60
6484 , 9 , -2 , 60
6504 , 9 , -3 , 59
6524 , 9 , -3 , 60
6544 , 9 , -3 , 61
6564 , 9 , -3 , 60
6584 , 9 , -3 , 60
6603 , 9 , -3 , 61
6624 , 9 , -3 , 61
6643 , 9 , -3 , 59
6663 , 9 , -3 , 61
6683 , 9 , -4 , 61
6706 , 9 , -4 , 61
6726 , 9 , -4 , 60
6746 , 9 , -4 , 61
6765 , 9 , -3 , 60
6786 , 9 , -4 , 61
6805 , 9 , -4 , 61
6825 , 9 , -4 , 60
6845 , 9 , -4 , 61
6864 , 9 , -4 , 61
6885 , 9 , -3 , 60
6904 , 9 , -3 , 60
6925 , 9 , -4 , 60
6944 , 9 , -3 , 60
6964 , 9 , -3 , 61
6984 , 9 , -4 , 61
7004 , 9 , -3 , 60
7023 , 9 , -4 , 61
7044 , 9 , -4 , 60
