149264 , 2 , 15 , 55
149293 , 2 , 15 , 55
149313 , 2 , 15 , 55
149332 , 2 , 15 , 56
149354 , 2 , 15 , 56
149374 , 2 , 15 , 56
149395 , 2 , 15 , 56
149415 , 2 , 15 , 55
149436 , 2 , 15 , 55
149455 , 2 , 15 , 55
149476 , 2 , 15 , 56
149496 , 2 , 15 , 55
149517 , 2 , 15 , 56
149537 , 2 , 15 , 56
149558 , 2 , 15 , 56
149578 , 2 , 15 , 55
149599 , 2 , 15 , 55
149619 , 2 , 15 , 56
149640 , 3 , 15 , 56
149660 , 3 , 15 , 55
149681 , 3 , 15 , 55
149701 , 2 , 15 , 55
149722 , 2 , 15 , 55
149742 , 2 , 15 , 55
149766 , 2 , 15 , 55
149786 , 2 , 15 , 56
149806 , 2 , 15 , 55
149826 , 2 , 15 , 56
149846 , 2 , 15 , 55
149866 , 2 , 15 , 55
149885 , 2 , 15 , 55
149906 , 2 , 15 , 56
149925 , 2 , 15 , 55
149946 , 2 , 15 , 56
149971 , 2 , 15 , 56
149991 , 2 , 15 , 56
150011 , 2 , 15 , 55
150031 , 2 , 15 , 56
150051 , 2 , 15 , 56
150071 , 2 , 15 , 56
150090 , 2 , 15 , 55
150111 , 2 , 15 , 55
150130 , 3 , 15 , 55
150151 , 2 , 15 , 56
150170 , 2 , 15 , 55
150190 , 2 , 15 , 56
150210 , 2 , 15 , 56
150234 , 2 , 15 , 56
150254 , 2 , 15 , 56
150274 , 2 , 15 , 56
150293 , 2 , 15 , 56
150313 , 2 , 15 , 55
150333 , 3 , 15 , 55
150353 , 2 , 15 , 56
150373 , 2 , 15 , 56
150393 , 2 , 15 , 56
150413 , 2 , 15 , 56
150433 , 2 , 15 , 56
150453 , 2 , 15 , 56
150472 , 2 , 15 , 56
150493 , 2 , 15 , 55
150512 , 2 , 15 , 55
150533 , 2 , 15 , 55
150552 , 3 , 15 , 55
150573 , 2 , 15 , 56
150592 , 2 , 15 , 55
150611 , 2 , 15 , 55
150632 , 2 , 15 , 56
150651 , 2 , 15 , 55
150672 , 2 , 15 , 55
150694 , 2 , 15 , 56
150715 , 2 , 15 , 56
150734 , 2 , 15 , 56
150755 , 2 , 15 , 55
150774 , 2 , 15 , 56
150794 , 2 , 15 , 56
150814 , 2 , 15 , 55
150834 , 2 , 15 , 55
150854 , 2 , 15 , 56
150874 , 2 , 15 , 56
150894 , 2 , 15 , 56
150914 , 2 , 15 , 55
150933 , 2 , 15 , 56
150953 , 2 , 15 , 55
150973 , 2 , 15 , 56
150993 , 2 , 15 , 56
151013 , 2 , 15 , 56
151033 , 2 , 15 , 56
151053 , 2 , 15 , 55
151072 , 2 , 15 , 56
151093 , 2 , 15 , 55
151112 , 2 , 15 , 56
151133 , 2 , 15 , 56
151152 , 2 , 15 , 56
151176 , 2 , 15 , 56
